TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-04-04,2025-04-04,FO,NSE,STF,73626,,TATASTEEL,,2025-04-24,2025-04-24,,,TATASTEEL25APRFUT,153.41,153.61,140.41,140.94,141.12,154.34,140.4,140.94,197681000,5659500,19834,15807387970.0,15840,F1,5500,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57538,,TCS,,2025-05-29,2025-05-29,,,TCS25MAYFUT,3392.0,3394.2,3310.4,3314.7,3315.0,3422.85,3299.4,3314.7,1029175,316925,3426,2001240771.25,3180,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57250,,TCS,,2025-06-26,2025-06-26,,,TCS25JUNFUT,3395.0,3399.0,3319.0,3321.95,3322.1,3433.05,3299.4,3321.95,164850,49350,473,277488820.0,438,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73627,,TCS,,2025-04-24,2025-04-24,,,TCS25APRFUT,3401.0,3401.0,3307.5,3312.45,3312.4,3419.0,3299.4,3312.45,17884650,502425,22948,13406086566.25,19750,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56807,,AMBUJACEM,,2025-06-26,2025-06-26,,,AMBUJACEM25JUNFUT,545.1,545.1,532.15,535.1,535.1,548.25,528.2,535.1,93600,4500,13,6297570.0,13,F1,900,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57145,,AMBUJACEM,,2025-05-29,2025-05-29,,,AMBUJACEM25MAYFUT,546.45,546.45,530.05,533.1,533.5,546.45,528.2,533.1,352800,45000,196,94806855.0,190,F1,900,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57247,,AMBUJACEM,,2025-04-24,2025-04-24,,,AMBUJACEM25APRFUT,543.65,545.55,526.2,529.0,530.55,542.85,528.2,529.0,30658500,-99000,3526,1687972320.0,2606,F1,900,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,65553,,APLAPOLLO,,2025-04-24,2025-04-24,,,APLAPOLLO25APRFUT,1558.55,1568.05,1503.15,1520.25,1529.75,1572.0,1519.15,1520.25,4173750,2100,2293,1229758705.0,1879,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57147,,APLAPOLLO,,2025-05-29,2025-05-29,,,APLAPOLLO25MAYFUT,1557.8,1563.9,1513.65,1529.9,1536.95,1582.35,1519.15,1529.9,40250,24500,123,66386792.5,104,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56809,,APLAPOLLO,,2025-06-26,2025-06-26,,,APLAPOLLO25JUNFUT,1550.0,1550.0,1550.0,1550.0,1550.0,1559.2,1519.15,1541.75,350,350,1,542500.0,1,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57153,,ATGL,,2025-05-29,2025-05-29,,,ATGL25MAYFUT,597.65,598.0,578.6,580.7,580.75,598.75,591.35,580.7,270475,12400,93,42079903.75,78,F1,775,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56818,,ATGL,,2025-06-26,2025-06-26,,,ATGL25JUNFUT,0.0,0.0,0.0,595.2,595.2,595.2,591.35,600.15,31000,0,0,0.0,0,F1,775,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,69081,,ATGL,,2025-04-24,2025-04-24,,,ATGL25APRFUT,607.0,607.0,584.55,590.25,591.75,605.75,591.35,590.25,4046275,-139500,1484,682049677.5,1328,F1,775,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56822,,AUROPHARMA,,2025-06-26,2025-06-26,,,AUROPHARMA25JUNFUT,1167.0,1167.0,1072.15,1119.65,1121.3,1195.7,1105.35,1119.65,31900,14850,82,49763890.0,65,F1,550,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,69083,,AUROPHARMA,,2025-04-24,2025-04-24,,,AUROPHARMA25APRFUT,1174.0,1177.4,1054.05,1106.65,1106.8,1181.45,1105.35,1106.65,13395800,-265100,20498,12447569860.0,16719,F1,550,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57155,,AUROPHARMA,,2025-05-29,2025-05-29,,,AUROPHARMA25MAYFUT,1180.55,1180.55,1062.0,1113.4,1113.65,1189.45,1105.35,1113.4,250250,94600,1125,685960990.0,1041,F1,550,,,,,
2025-04-04,2025-04-04,FO,NSE,IDF,57130,,BANKNIFTY,,2025-05-29,2025-05-29,,,BANKNIFTY25MAYFUT,51945.85,52176.0,51651.0,51764.05,51820.0,51976.6,51502.7,51764.05,413910,73080,6704,10437213837.0,5328,F1,30,,,,,
2025-04-04,2025-04-04,FO,NSE,IDF,56782,,BANKNIFTY,,2025-06-26,2025-06-26,,,BANKNIFTY25JUNFUT,52100.0,52439.0,51968.9,52051.85,52112.95,52255.75,51502.7,52051.85,26910,3780,794,1242958501.5,646,F1,30,,,,,
2025-04-04,2025-04-04,FO,NSE,IDF,54445,,BANKNIFTY,,2025-04-24,2025-04-24,,,BANKNIFTY25APRFUT,51710.0,51993.0,51459.15,51593.55,51650.2,51798.5,51502.7,51593.55,2284350,-53400,56803,88134054541.5,37864,F1,30,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57174,,BSE,,2025-05-29,2025-05-29,,,BSE25MAYFUT,5570.3,5605.0,5415.0,5469.15,5480.0,5570.6,5517.45,5469.15,222750,11125,811,556630037.5,716,F1,125,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73262,,BSE,,2025-04-24,2025-04-24,,,BSE25APRFUT,5619.8,5653.9,5460.05,5509.6,5517.0,5615.85,5517.45,5509.6,4409375,-86625,13743,9511237437.5,11317,F1,125,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56847,,BSE,,2025-06-26,2025-06-26,,,BSE25JUNFUT,5516.45,5531.1,5389.95,5405.0,5405.0,5532.9,5517.45,5599.6,47000,4500,104,71038881.25,83,F1,125,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56851,,CDSL,,2025-06-26,2025-06-26,,,CDSL25JUNFUT,1174.0,1174.0,1129.95,1143.45,1146.0,1190.8,1199.85,1143.45,277900,51800,313,125915930.0,297,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57178,,CDSL,,2025-05-29,2025-05-29,,,CDSL25MAYFUT,1200.2,1200.2,1141.3,1154.8,1158.0,1202.45,1199.85,1154.8,2081450,1075900,4455,1808454252.5,2520,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73268,,CDSL,,2025-04-24,2025-04-24,,,CDSL25APRFUT,1211.3,1220.15,1158.05,1171.95,1173.5,1219.5,1199.85,1171.95,11658850,319200,16089,6632612997.5,11721,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73280,,CONCOR,,2025-04-24,2025-04-24,,,CONCOR25APRFUT,712.35,713.4,683.0,688.45,690.8,717.95,687.5,688.45,14453000,-139000,4320,3004654650.0,3614,F1,1000,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57187,,CONCOR,,2025-05-29,2025-05-29,,,CONCOR25MAYFUT,717.3,717.85,687.3,692.5,695.0,722.3,687.5,692.5,793000,150000,703,492723100.0,535,F1,1000,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56862,,CONCOR,,2025-06-26,2025-06-26,,,CONCOR25JUNFUT,721.7,721.7,693.0,697.0,697.0,726.4,687.5,697.0,47000,15000,34,23892350.0,33,F1,1000,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56901,,DALBHARAT,,2025-06-26,2025-06-26,,,DALBHARAT25JUNFUT,1876.0,1876.0,1876.0,1876.0,1876.0,1887.1,1845.35,1872.85,550,0,1,515900.0,1,F1,275,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57192,,DALBHARAT,,2025-05-29,2025-05-29,,,DALBHARAT25MAYFUT,1870.35,1873.5,1841.65,1849.55,1850.2,1865.95,1845.35,1849.55,40150,1375,84,42933110.0,83,F1,275,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73285,,DALBHARAT,,2025-04-24,2025-04-24,,,DALBHARAT25APRFUT,1874.0,1874.0,1838.1,1849.85,1848.05,1866.25,1845.35,1849.85,2638625,72325,1830,933542087.5,1506,F1,275,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57202,,EICHERMOT,,2025-05-29,2025-05-29,,,EICHERMOT25MAYFUT,5424.0,5424.0,5274.0,5285.25,5288.65,5434.15,5247.85,5285.25,40425,11550,202,188271588.75,198,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73308,,EICHERMOT,,2025-04-24,2025-04-24,,,EICHERMOT25APRFUT,5389.8,5389.8,5235.1,5252.0,5250.0,5405.05,5247.85,5252.0,3763025,15925,4429,4102993658.75,3728,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56910,,EICHERMOT,,2025-06-26,2025-06-26,,,EICHERMOT25JUNFUT,5430.0,5430.0,5295.4,5295.4,5295.4,5457.0,5247.85,5295.4,3325,875,8,7457117.5,8,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56990,,INDIGO,,2025-06-26,2025-06-26,,,INDIGO25JUNFUT,5150.0,5205.0,5120.8,5178.4,5178.4,5087.9,5098.9,5178.4,10500,600,52,40369927.5,48,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73430,,INDIGO,,2025-04-24,2025-04-24,,,INDIGO25APRFUT,5070.0,5170.0,5050.0,5116.5,5121.35,5027.8,5098.9,5116.5,6567000,135600,12358,9485368867.5,9718,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57279,,INDIGO,,2025-05-29,2025-05-29,,,INDIGO25MAYFUT,5120.0,5189.0,5092.0,5149.0,5150.0,5058.05,5098.9,5149.0,137550,9150,420,324208275.0,405,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57336,,IRCTC,,2025-05-29,2025-05-29,,,IRCTC25MAYFUT,740.4,742.25,715.0,719.3,721.4,745.65,714.1,719.3,1053500,169750,423,268303875.0,391,F1,875,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73460,,IRCTC,,2025-04-24,2025-04-24,,,IRCTC25APRFUT,737.0,739.45,710.0,715.2,717.3,740.85,714.1,715.2,14362250,130375,3610,2272714631.25,3187,F1,875,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57005,,IRCTC,,2025-06-26,2025-06-26,,,IRCTC25JUNFUT,747.7,747.7,720.0,725.15,726.65,749.2,714.1,725.15,67375,39375,68,43430581.25,61,F1,875,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73466,,JIOFIN,,2025-04-24,2025-04-24,,,JIOFIN25APRFUT,230.75,230.75,221.05,222.59,222.74,230.92,222.3,222.6,127929450,-2541000,16718,6192067612.5,13660,F1,1650,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57357,,JIOFIN,,2025-05-29,2025-05-29,,,JIOFIN25MAYFUT,231.36,231.48,222.51,224.18,224.03,232.53,222.3,224.18,8820900,1168200,1919,714325639.5,1500,F1,1650,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57020,,JIOFIN,,2025-06-26,2025-06-26,,,JIOFIN25JUNFUT,232.63,232.63,224.09,225.51,225.5,234.0,222.3,225.51,1095600,528000,592,221612457.0,576,F1,1650,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73474,,KEI,,2025-04-24,2025-04-24,,,KEI25APRFUT,2826.95,2827.0,2619.1,2653.7,2667.2,2828.3,2645.1,2653.7,1715250,34200,4675,1888141650.0,3818,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57032,,KEI,,2025-06-26,2025-06-26,,,KEI25JUNFUT,2777.0,2777.0,2645.2,2676.35,2682.05,2849.35,2645.1,2676.35,7350,4800,49,19833945.0,44,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57375,,KEI,,2025-05-29,2025-05-29,,,KEI25MAYFUT,2814.0,2822.15,2635.0,2666.4,2675.2,2838.3,2645.1,2666.4,95250,15750,352,142807350.0,301,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57445,,MFSL,,2025-05-29,2025-05-29,,,MFSL25MAYFUT,1143.85,1172.0,1143.85,1168.1,1167.05,1156.2,1165.05,1168.1,16000,800,16,14913560.0,16,F1,800,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57058,,MFSL,,2025-06-26,2025-06-26,,,MFSL25JUNFUT,0.0,0.0,0.0,1168.35,0.0,1168.35,1165.05,1182.4,0,0,0,0.0,0,F1,800,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73494,,MFSL,,2025-04-24,2025-04-24,,,MFSL25APRFUT,1135.0,1171.9,1135.0,1166.25,1165.65,1153.15,1165.05,1166.25,5865600,-128000,2241,2081324040.0,2005,F1,800,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57446,,MGL,,2025-05-29,2025-05-29,,,MGL25MAYFUT,1398.8,1398.8,1333.55,1347.1,1354.25,1413.65,1330.9,1347.1,53600,4400,99,54084800.0,87,F1,400,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57059,,MGL,,2025-06-26,2025-06-26,,,MGL25JUNFUT,1369.6,1369.6,1352.5,1352.5,1352.5,1407.45,1330.9,1350.7,4000,800,2,1088840.0,2,F1,400,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73495,,MGL,,2025-04-24,2025-04-24,,,MGL25APRFUT,1400.1,1400.1,1325.45,1337.65,1344.45,1403.6,1330.9,1337.65,5604400,-83200,2434,1317477160.0,2165,F1,400,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57475,,NYKAA,,2025-05-29,2025-05-29,,,NYKAA25MAYFUT,177.19,177.32,174.5,176.77,177.03,178.13,176.8,176.77,982350,421850,216,112106018.0,216,F1,2950,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57071,,NYKAA,,2025-06-26,2025-06-26,,,NYKAA25JUNFUT,0.0,0.0,0.0,175.5,175.5,175.5,176.8,179.43,5900,0,0,0.0,0,F1,2950,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73510,,NYKAA,,2025-04-24,2025-04-24,,,NYKAA25APRFUT,180.47,180.47,175.75,177.05,177.47,179.73,176.8,177.05,33889600,474950,2495,1301309546.0,2230,F1,2950,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57480,,PAGEIND,,2025-05-29,2025-05-29,,,PAGEIND25MAYFUT,42027.5,42355.85,41300.0,41672.5,41671.45,42765.55,42311.25,41672.5,1560,135,52,32523459.75,50,F1,15,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57077,,PAGEIND,,2025-06-26,2025-06-26,,,PAGEIND25JUNFUT,41800.0,41928.2,41800.0,41928.15,41928.15,42579.75,42311.25,42941.3,210,75,5,3142689.0,5,F1,15,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73515,,PAGEIND,,2025-04-24,2025-04-24,,,PAGEIND25APRFUT,43362.0,43362.0,41855.25,42285.75,42391.8,43445.15,42311.25,42285.75,184335,885,1647,1045799715.75,1466,F1,15,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57488,,PERSISTENT,,2025-05-29,2025-05-29,,,PERSISTENT25MAYFUT,4714.4,4805.95,4541.0,4653.85,4725.7,4833.9,4610.1,4653.85,82700,23000,1045,485660430.0,978,F1,100,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73518,,PERSISTENT,,2025-04-24,2025-04-24,,,PERSISTENT25APRFUT,4750.5,4789.0,4516.65,4635.85,4698.65,4811.45,4610.1,4635.85,3273300,896200,30915,14315801940.0,24623,F1,100,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57082,,PERSISTENT,,2025-06-26,2025-06-26,,,PERSISTENT25JUNFUT,4750.0,4765.0,4575.15,4692.95,4738.8,4864.35,4610.1,4692.95,17800,2300,98,45670440.0,88,F1,100,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57090,,PNBHOUSING,,2025-05-29,2025-05-29,,,PNBHOUSING25MAYFUT,944.0,960.0,940.2,954.3,954.6,944.0,949.45,954.3,35100,11050,57,35257982.5,57,F1,650,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57089,,PNBHOUSING,,2025-04-24,2025-04-24,,,PNBHOUSING25APRFUT,940.85,966.0,932.15,952.45,950.2,941.3,949.45,952.45,1721850,170300,2613,1614227940.0,2504,F1,650,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57091,,PNBHOUSING,,2025-06-26,2025-06-26,,,PNBHOUSING25JUNFUT,939.0,945.0,939.0,945.0,945.0,910.0,949.45,963.6,1950,650,3,1835600.0,3,F1,650,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57112,,SBILIFE,,2025-06-26,2025-06-26,,,SBILIFE25JUNFUT,0.0,0.0,0.0,1573.25,0.0,1573.25,1512.6,1535.1,0,0,0,0.0,0,F1,375,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73563,,SBILIFE,,2025-04-24,2025-04-24,,,SBILIFE25APRFUT,1557.7,1557.7,1503.6,1517.5,1518.0,1547.6,1512.6,1517.5,8397375,147375,4212,2404059393.75,3800,F1,375,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57514,,SBILIFE,,2025-05-29,2025-05-29,,,SBILIFE25MAYFUT,1542.5,1549.4,1516.05,1527.05,1527.1,1557.6,1512.6,1527.05,118500,43500,276,158548818.75,273,F1,375,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57540,,TIINDIA,,2025-05-29,2025-05-29,,,TIINDIA25MAYFUT,2685.65,2695.0,2644.8,2659.85,2661.05,2723.0,2637.25,2659.85,19950,1800,48,19193745.0,47,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57252,,TIINDIA,,2025-06-26,2025-06-26,,,TIINDIA25JUNFUT,2681.15,2681.15,2653.2,2667.4,2667.4,2740.0,2637.25,2676.5,1500,-150,4,1602262.5,4,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73629,,TIINDIA,,2025-04-24,2025-04-24,,,TIINDIA25APRFUT,2687.1,2687.1,2623.5,2639.65,2644.45,2706.3,2637.25,2639.65,1838700,-30150,1258,500034990.0,1195,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57254,,TITAN,,2025-06-26,2025-06-26,,,TITAN25JUNFUT,3130.0,3148.65,3094.0,3118.15,3119.15,3170.4,3076.2,3118.15,18900,2100,36,19697133.75,30,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57546,,TITAN,,2025-05-29,2025-05-29,,,TITAN25MAYFUT,3120.55,3137.55,3075.0,3101.0,3105.0,3155.8,3076.2,3101.0,297500,36225,580,315292617.5,550,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73632,,TITAN,,2025-04-24,2025-04-24,,,TITAN25APRFUT,3143.3,3143.3,3052.85,3080.4,3080.7,3135.2,3076.2,3080.4,10804675,-28350,10671,5768929267.5,8577,F1,175,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57257,,TRENT,,2025-06-26,2025-06-26,,,TRENT25JUNFUT,5700.0,5710.0,5626.05,5640.65,5649.6,5753.35,5562.8,5640.65,13700,2900,46,26024165.0,38,F1,100,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57553,,TRENT,,2025-05-29,2025-05-29,,,TRENT25MAYFUT,5724.95,5724.95,5589.0,5609.45,5613.15,5720.95,5562.8,5609.45,125000,24100,608,342563280.0,574,F1,100,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73669,,TRENT,,2025-04-24,2025-04-24,,,TRENT25APRFUT,5680.0,5688.1,5551.0,5574.45,5572.6,5686.65,5562.8,5574.45,5201400,-74400,9255,5184170695.0,7645,F1,100,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57556,,UNIONBANK,,2025-05-29,2025-05-29,,,UNIONBANK25MAYFUT,131.71,133.09,120.6,121.88,122.1,132.07,122.1,121.88,2818725,221250,628,349116437.25,591,F1,4425,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73672,,UNIONBANK,,2025-04-24,2025-04-24,,,UNIONBANK25APRFUT,132.67,133.07,120.55,122.06,122.22,131.89,122.1,122.06,61184475,1809825,11161,6255580064.25,9167,F1,4425,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57262,,UNIONBANK,,2025-06-26,2025-06-26,,,UNIONBANK25JUNFUT,133.0,133.0,121.3,122.12,122.28,132.08,122.1,122.12,243375,92925,42,23526530.25,40,F1,4425,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57563,,YESBANK,,2025-05-29,2025-05-29,,,YESBANK25MAYFUT,18.01,18.11,17.24,17.35,17.39,18.11,17.19,17.35,34372000,3978000,677,309383880.0,522,F1,26000,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73692,,YESBANK,,2025-04-24,2025-04-24,,,YESBANK25APRFUT,18.05,18.05,17.12,17.22,17.25,18.0,17.19,17.22,439244000,16198000,5066,2291716960.0,4104,F1,26000,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57277,,YESBANK,,2025-06-26,2025-06-26,,,YESBANK25JUNFUT,18.11,18.15,17.36,17.46,17.49,18.2,17.19,17.46,2886000,520000,100,46242040.0,98,F1,26000,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57136,,ABB,,2025-05-29,2025-05-29,,,ABB25MAYFUT,5312.4,5313.8,5083.2,5100.8,5089.45,5347.45,5095.9,5100.8,114250,20625,509,327762875.0,455,F1,125,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56788,,ABB,,2025-06-26,2025-06-26,,,ABB25JUNFUT,5247.45,5247.45,5130.0,5132.15,5132.15,5380.75,5095.9,5132.15,9875,4250,65,42071156.25,58,F1,125,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,54455,,ABB,,2025-04-24,2025-04-24,,,ABB25APRFUT,5301.1,5359.75,5077.55,5100.75,5094.0,5348.3,5095.9,5100.75,3092000,-1375,6383,4107053231.25,5562,F1,125,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57162,,BALKRISIND,,2025-05-29,2025-05-29,,,BALKRISIND25MAYFUT,2452.85,2452.85,2401.0,2416.6,2401.65,2502.75,2388.1,2416.6,29400,7800,75,54502860.0,74,F1,300,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,69088,,BALKRISIND,,2025-04-24,2025-04-24,,,BALKRISIND25APRFUT,2481.65,2481.65,2382.8,2400.7,2382.85,2488.65,2388.1,2400.7,2546700,62100,2680,1939763205.0,2490,F1,300,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56829,,BALKRISIND,,2025-06-26,2025-06-26,,,BALKRISIND25JUNFUT,0.0,0.0,0.0,2525.0,2525.0,2525.0,2388.1,2423.65,300,0,0,0.0,0,F1,300,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56833,,BEL,,2025-06-26,2025-06-26,,,BEL25JUNFUT,291.9,291.9,283.0,284.9,284.95,291.9,280.0,284.9,903450,153900,189,153996757.5,182,F1,2850,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,69092,,BEL,,2025-04-24,2025-04-24,,,BEL25APRFUT,287.5,288.4,279.2,281.15,281.45,288.3,280.0,281.15,81276300,-2223000,8627,6963342727.5,7525,F1,2850,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57166,,BEL,,2025-05-29,2025-05-29,,,BEL25MAYFUT,290.0,290.3,281.2,283.0,283.5,290.15,280.0,283.0,6175950,769500,1207,980200927.5,1141,F1,2850,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57169,,BHEL,,2025-05-29,2025-05-29,,,BHEL25MAYFUT,222.64,223.7,214.75,216.01,216.63,221.05,214.45,216.01,2551500,10500,619,356895630.0,577,F1,2625,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,69096,,BHEL,,2025-04-24,2025-04-24,,,BHEL25APRFUT,220.15,222.69,213.2,214.74,215.1,219.77,214.45,214.74,75434625,3244500,14072,8068051845.0,10748,F1,2625,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56838,,BHEL,,2025-06-26,2025-06-26,,,BHEL25JUNFUT,222.4,225.0,216.61,217.42,217.3,222.56,214.45,217.42,357000,63000,90,52281915.0,84,F1,2625,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73271,,CGPOWER,,2025-04-24,2025-04-24,,,CGPOWER25APRFUT,618.5,618.5,572.75,577.3,581.75,619.0,575.2,577.3,10869200,396575,7136,3059678785.0,4505,F1,725,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56853,,CGPOWER,,2025-06-26,2025-06-26,,,CGPOWER25JUNFUT,618.0,618.0,581.0,586.05,588.2,625.0,575.2,586.05,34800,11600,32,13923008.75,31,F1,725,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57180,,CGPOWER,,2025-05-29,2025-05-29,,,CGPOWER25MAYFUT,620.2,620.75,577.65,581.35,584.0,622.7,575.2,581.35,230550,89900,518,225626488.75,488,F1,725,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57210,,GMRAIRPORT,,2025-05-29,2025-05-29,,,GMRAIRPORT25MAYFUT,83.42,84.7,80.99,81.44,81.66,83.4,80.74,81.44,4657500,427500,472,219992175.0,447,F1,5625,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56927,,GMRAIRPORT,,2025-06-26,2025-06-26,,,GMRAIRPORT25JUNFUT,84.75,85.23,81.7,81.92,82.04,83.98,80.74,81.92,393750,-202500,100,46937475.0,81,F1,5625,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73325,,GMRAIRPORT,,2025-04-24,2025-04-24,,,GMRAIRPORT25APRFUT,82.7,84.2,80.34,80.82,81.12,82.86,80.74,80.82,194248125,1338750,10230,4732966800.0,7719,F1,5625,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73338,,HAL,,2025-04-24,2025-04-24,,,HAL25APRFUT,4327.7,4360.0,4208.8,4244.8,4246.0,4337.1,4238.9,4244.8,7049550,-213150,17946,11487647302.5,14477,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57217,,HAL,,2025-05-29,2025-05-29,,,HAL25MAYFUT,4362.45,4389.95,4239.15,4274.35,4275.55,4364.5,4238.9,4274.35,398100,11400,1528,985293067.5,1275,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56932,,HAL,,2025-06-26,2025-06-26,,,HAL25JUNFUT,4369.95,4415.0,4266.15,4298.9,4298.8,4395.85,4238.9,4298.9,69000,9300,239,155133157.5,229,F1,150,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,73340,,HCLTECH,,2025-04-24,2025-04-24,,,HCLTECH25APRFUT,1465.0,1465.0,1421.0,1425.1,1429.6,1472.7,1422.1,1425.1,10804500,704900,12033,6055041650.0,10720,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,57219,,HCLTECH,,2025-05-29,2025-05-29,,,HCLTECH25MAYFUT,1450.0,1454.9,1416.95,1419.2,1423.0,1469.25,1422.1,1419.2,3155250,165200,1186,594952137.5,1131,F1,350,,,,,
2025-04-04,2025-04-04,FO,NSE,STF,56940,,HCLTECH,,2025-06-26,2025-06-26,,,HCLTECH25JUNFUT,1453.0,1464.8,1426.15,1427.95,1428.0,1478.35,1422.1,1427.95,37800,10150,92,46446837.5,80,F1,350,,,,,
