IRCON,,,,,,,,,,,,,,,,,,,,,,VGUARD,MANYAVAR,,,,,,,,,,,,,,,,,,,,,,
IRCTC,,,,,,,,,,,,,,,,,,,,,,VIJAYA,MAPMYINDIA,,,,,,,,,,,,,,,,,,,,,,
IREDA,,,,,,,,,,,,,,,,,,,,,,VTL,MARICO,,,,,,,,,,,,,,,,,,,,,,
IRFC,,,,,,,,,,,,,,,,,,,,,,WELCORP,MASTEK,,,,,,,,,,,,,,,,,,,,,,
ITC,,,,,,,,,,,,,,,,,,,,,,WELSPUNLIV,MAXHEALTH,,,,,,,,,,,,,,,,,,,,,,
ITI,,,,,,,,,,,,,,,,,,,,,,WESTLIFE,MAZDOCK,,,,,,,,,,,,,,,,,,,,,,
J&KBANK,,,,,,,,,,,,,,,,,,,,,,WHIRLPOOL,MCX,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,,,,,,,,,,,,,,,,,,,,,,WOCKPHARMA,MEDANTA,,,,,,,,,,,,,,,,,,,,,,
JBMA,,,,,,,,,,,,,,,,,,,,,,ZEEL,METROPOLIS,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,,,,,,,,,,,,,,,,,,,,,,ZENSARTECH,MFSL,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,,,,,,,,,,,,,,,,,,,,,,ZENTEC,MGL,,,,,,,,,,,,,,,,,,,,,,
JIOFIN,,,,,,,,,,,,,,,,,,,,,,ZFCVINDIA,MINDACORP,,,,,,,,,,,,,,,,,,,,,,
JKCEMENT,,,,,,,,,,,,,,,,,,,,,,,MMTC,,,,,,,,,,,,,,,,,,,,,,
JKTYRE,,,,,,,,,,,,,,,,,,,,,,,MOTILALOFS,,,,,,,,,,,,,,,,,,,,,,
JMFINANCIL,,,,,,,,,,,,,,,,,,,,,,,MPHASIS,,,,,,,,,,,,,,,,,,,,,,
JPPOWER,,,,,,,,,,,,,,,,,,,,,,,MRF,,,,,,,,,,,,,,,,,,,,,,
JSL,,,,,,,,,,,,,,,,,,,,,,,MRPL,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,,,,,,,,,,,,,,,,,,,,,,,MSUMI,,,,,,,,,,,,,,,,,,,,,,
JSWHL,,,,,,,,,,,,,,,,,,,,,,,MUTHOOTFIN,,,,,,,,,,,,,,,,,,,,,,
JSWINFRA,,,,,,,,,,,,,,,,,,,,,,,NAM-INDIA,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,,,,,,,,,,,,,,,,,,,,,,,NATCOPHARM,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD,,,,,,,,,,,,,,,,,,,,,,,NATIONALUM,,,,,,,,,,,,,,,,,,,,,,
JUBLINGREA,,,,,,,,,,,,,,,,,,,,,,,NAVA,,,,,,,,,,,,,,,,,,,,,,
JUBLPHARMA,,,,,,,,,,,,,,,,,,,,,,,NAVINFLUOR,,,,,,,,,,,,,,,,,,,,,,
JUSTDIAL,,,,,,,,,,,,,,,,,,,,,,,NBCC,,,,,,,,,,,,,,,,,,,,,,
JWL,,,,,,,,,,,,,,,,,,,,,,,NCC,,,,,,,,,,,,,,,,,,,,,,
JYOTHYLAB,,,,,,,,,,,,,,,,,,,,,,,NETWEB,,,,,,,,,,,,,,,,,,,,,,
JYOTICNC,,,,,,,,,,,,,,,,,,,,,,,NETWORK18,,,,,,,,,,,,,,,,,,,,,,
KAJARIACER,,,,,,,,,,,,,,,,,,,,,,,NEULANDLAB,,,,,,,,,,,,,,,,,,,,,,
KALYANKJIL,,,,,,,,,,,,,,,,,,,,,,,NEWGEN,,,,,,,,,,,,,,,,,,,,,,
KANSAINER,,,,,,,,,,,,,,,,,,,,,,,NH,,,,,,,,,,,,,,,,,,,,,,
KARURVYSYA,,,,,,,,,,,,,,,,,,,,,,,NHPC,,,,,,,,,,,,,,,,,,,,,,
KAYNES,,,,,,,,,,,,,,,,,,,,,,,NIACL,,,,,,,,,,,,,,,,,,,,,,
KEC,,,,,,,,,,,,,,,,,,,,,,,NIFTY MIDSMALLCAP 400,,,,,,,,,,,,,,,,,,,,,,
KEI,,,,,,,,,,,,,,,,,,,,,,,NIVABUPA,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,,,,,,,,,,,,,,,,,,,,,,,NLCINDIA,,,,,,,,,,,,,,,,,,,,,,
KIMS,,,,,,,,,,,,,,,,,,,,,,,NMDC,,,,,,,,,,,,,,,,,,,,,,
KIRLOSBROS,,,,,,,,,,,,,,,,,,,,,,,NSLNISP,,,,,,,,,,,,,,,,,,,,,,
KIRLOSENG,,,,,,,,,,,,,,,,,,,,,,,NTPCGREEN,,,,,,,,,,,,,,,,,,,,,,
KNRCON,,,,,,,,,,,,,,,,,,,,,,,NUVAMA,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,,,,,,,,,,,,,,,,,,,,,,,NYKAA,,,,,,,,,,,,,,,,,,,,,,
KPIL,,,,,,,,,,,,,,,,,,,,,,,OBEROIRLTY,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,,,,,,,,,,,,,,,,,,,,,,,OFSS,,,,,,,,,,,,,,,,,,,,,,
KPRMILL,,,,,,,,,,,,,,,,,,,,,,,OIL,,,,,,,,,,,,,,,,,,,,,,
LALPATHLAB,,,,,,,,,,,,,,,,,,,,,,,OLAELEC,,,,,,,,,,,,,,,,,,,,,,
LATENTVIEW,,,,,,,,,,,,,,,,,,,,,,,OLECTRA,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,,,,,,,,,,,,,,,,,,,,,,,PAGEIND,,,,,,,,,,,,,,,,,,,,,,
LEMONTREE,,,,,,,,,,,,,,,,,,,,,,,PATANJALI,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,,,,,,,,,,,,,,,,,,,,,,,PAYTM,,,,,,,,,,,,,,,,,,,,,,
LICI,,,,,,,,,,,,,,,,,,,,,,,PCBL,,,,,,,,,,,,,,,,,,,,,,
LINDEINDIA,,,,,,,,,,,,,,,,,,,,,,,PEL,,,,,,,,,,,,,,,,,,,,,,
LLOYDSME,,,,,,,,,,,,,,,,,,,,,,,PERSISTENT,,,,,,,,,,,,,,,,,,,,,,
LODHA,,,,,,,,,,,,,,,,,,,,,,,PETRONET,,,,,,,,,,,,,,,,,,,,,,
LT,,,,,,,,,,,,,,,,,,,,,,,PFIZER,,,,,,,,,,,,,,,,,,,,,,
LTF,,,,,,,,,,,,,,,,,,,,,,,PGEL,,,,,,,,,,,,,,,,,,,,,,
LTFOODS,,,,,,,,,,,,,,,,,,,,,,,PHOENIXLTD,,,,,,,,,,,,,,,,,,,,,,
LTIM,,,,,,,,,,,,,,,,,,,,,,,PIIND,,,,,,,,,,,,,,,,,,,,,,
LTTS,,,,,,,,,,,,,,,,,,,,,,,PNBHOUSING,,,,,,,,,,,,,,,,,,,,,,
LUPIN,,,,,,,,,,,,,,,,,,,,,,,PNCINFRA,,,,,,,,,,,,,,,,,,,,,,
M&M,,,,,,,,,,,,,,,,,,,,,,,POLICYBZR,,,,,,,,,,,,,,,,,,,,,,
M&MFIN,,,,,,,,,,,,,,,,,,,,,,,POLYCAB,,,,,,,,,,,,,,,,,,,,,,
MAHABANK,,,,,,,,,,,,,,,,,,,,,,,POLYMED,,,,,,,,,,,,,,,,,,,,,,
MAHSEAMLES,,,,,,,,,,,,,,,,,,,,,,,POONAWALLA,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,,,,,,,,,,,,,,,,,,,,,,,POWERINDIA,,,,,,,,,,,,,,,,,,,,,,
MANKIND,,,,,,,,,,,,,,,,,,,,,,,PPLPHARMA,,,,,,,,,,,,,,,,,,,,,,
MANYAVAR,,,,,,,,,,,,,,,,,,,,,,,PRAJIND,,,,,,,,,,,,,,,,,,,,,,
MAPMYINDIA,,,,,,,,,,,,,,,,,,,,,,,PREMIERENE,,,,,,,,,,,,,,,,,,,,,,
MARICO,,,,,,,,,,,,,,,,,,,,,,,PRESTIGE,,,,,,,,,,,,,,,,,,,,,,
MARUTI,,,,,,,,,,,,,,,,,,,,,,,PTCIL,,,,,,,,,,,,,,,,,,,,,,
MASTEK,,,,,,,,,,,,,,,,,,,,,,,PVRINOX,,,,,,,,,,,,,,,,,,,,,,
MAXHEALTH,,,,,,,,,,,,,,,,,,,,,,,RADICO,,,,,,,,,,,,,,,,,,,,,,
MAZDOCK,,,,,,,,,,,,,,,,,,,,,,,RAILTEL,,,,,,,,,,,,,,,,,,,,,,
MCX,,,,,,,,,,,,,,,,,,,,,,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,
MEDANTA,,,,,,,,,,,,,,,,,,,,,,,RAMCOCEM,,,,,,,,,,,,,,,,,,,,,,
METROPOLIS,,,,,,,,,,,,,,,,,,,,,,,RAYMOND,,,,,,,,,,,,,,,,,,,,,,
MFSL,,,,,,,,,,,,,,,,,,,,,,,RAYMONDLSL,,,,,,,,,,,,,,,,,,,,,,
MGL,,,,,,,,,,,,,,,,,,,,,,,RBLBANK,,,,,,,,,,,,,,,,,,,,,,
MINDACORP,,,,,,,,,,,,,,,,,,,,,,,RCF,,,,,,,,,,,,,,,,,,,,,,
MMTC,,,,,,,,,,,,,,,,,,,,,,,REDINGTON,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,,,,,,,,,,,,,,,,,,,,,,,RENUKA,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,,,,,,,,,,,,,,,,,,,,,,,RHIM,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,,,,,,,,,,,,,,,,,,,,,,,RITES,,,,,,,,,,,,,,,,,,,,,,
MRF,,,,,,,,,,,,,,,,,,,,,,,RKFORGE,,,,,,,,,,,,,,,,,,,,,,
MRPL,,,,,,,,,,,,,,,,,,,,,,,ROUTE,,,,,,,,,,,,,,,,,,,,,,
MSUMI,,,,,,,,,,,,,,,,,,,,,,,RPOWER,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,,,,,,,,,,,,,,,,,,,,,,,RRKABEL,,,,,,,,,,,,,,,,,,,,,,
NAM-INDIA,,,,,,,,,,,,,,,,,,,,,,,RTNINDIA,,,,,,,,,,,,,,,,,,,,,,
NATCOPHARM,,,,,,,,,,,,,,,,,,,,,,,RVNL,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,,,,,,,,,,,,,,,,,,,,,,,SAGILITY,,,,,,,,,,,,,,,,,,,,,,
NAUKRI,,,,,,,,,,,,,,,,,,,,,,,SAIL,,,,,,,,,,,,,,,,,,,,,,
NAVA,,,,,,,,,,,,,,,,,,,,,,,SAILIFE,,,,,,,,,,,,,,,,,,,,,,
NAVINFLUOR,,,,,,,,,,,,,,,,,,,,,,,SAMMAANCAP,,,,,,,,,,,,,,,,,,,,,,
NBCC,,,,,,,,,,,,,,,,,,,,,,,SAPPHIRE,,,,,,,,,,,,,,,,,,,,,,
NCC,,,,,,,,,,,,,,,,,,,,,,,SARDAEN,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,,,,,,,,,,,,,,,,,,,,,,,SAREGAMA,,,,,,,,,,,,,,,,,,,,,,
NETWEB,,,,,,,,,,,,,,,,,,,,,,,SBFC,,,,,,,,,,,,,,,,,,,,,,
NETWORK18,,,,,,,,,,,,,,,,,,,,,,,SBICARD,,,,,,,,,,,,,,,,,,,,,,
NEULANDLAB,,,,,,,,,,,,,,,,,,,,,,,SCHAEFFLER,,,,,,,,,,,,,,,,,,,,,,
NEWGEN,,,,,,,,,,,,,,,,,,,,,,,SCHNEIDER,,,,,,,,,,,,,,,,,,,,,,
NH,,,,,,,,,,,,,,,,,,,,,,,SCI,,,,,,,,,,,,,,,,,,,,,,
NHPC,,,,,,,,,,,,,,,,,,,,,,,SHYAMMETL,,,,,,,,,,,,,,,,,,,,,,
NIACL,,,,,,,,,,,,,,,,,,,,,,,SIGNATURE,,,,,,,,,,,,,,,,,,,,,,
NIFTY 500,,,,,,,,,,,,,,,,,,,,,,,SJVN,,,,,,,,,,,,,,,,,,,,,,
NIVABUPA,,,,,,,,,,,,,,,,,,,,,,,SKFINDIA,,,,,,,,,,,,,,,,,,,,,,
NLCINDIA,,,,,,,,,,,,,,,,,,,,,,,SOBHA,,,,,,,,,,,,,,,,,,,,,,
NMDC,,,,,,,,,,,,,,,,,,,,,,,SOLARINDS,,,,,,,,,,,,,,,,,,,,,,
NSLNISP,,,,,,,,,,,,,,,,,,,,,,,SONACOMS,,,,,,,,,,,,,,,,,,,,,,
NTPC,,,,,,,,,,,,,,,,,,,,,,,SONATSOFTW,,,,,,,,,,,,,,,,,,,,,,
NTPCGREEN,,,,,,,,,,,,,,,,,,,,,,,SRF,,,,,,,,,,,,,,,,,,,,,,
NUVAMA,,,,,,,,,,,,,,,,,,,,,,,STARHEALTH,,,,,,,,,,,,,,,,,,,,,,
NYKAA,,,,,,,,,,,,,,,,,,,,,,,SUMICHEM,,,,,,,,,,,,,,,,,,,,,,
OBEROIRLTY,,,,,,,,,,,,,,,,,,,,,,,SUNDARMFIN,,,,,,,,,,,,,,,,,,,,,,
OFSS,,,,,,,,,,,,,,,,,,,,,,,SUNDRMFAST,,,,,,,,,,,,,,,,,,,,,,
OIL,,,,,,,,,,,,,,,,,,,,,,,SUNTV,,,,,,,,,,,,,,,,,,,,,,
OLAELEC,,,,,,,,,,,,,,,,,,,,,,,SUPREMEIND,,,,,,,,,,,,,,,,,,,,,,
OLECTRA,,,,,,,,,,,,,,,,,,,,,,,SUZLON,,,,,,,,,,,,,,,,,,,,,,
ONGC,,,,,,,,,,,,,,,,,,,,,,,SWANENERGY,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,,,,,,,,,,,,,,,,,,,,,,,SWSOLAR,,,,,,,,,,,,,,,,,,,,,,
PATANJALI,,,,,,,,,,,,,,,,,,,,,,,SYNGENE,,,,,,,,,,,,,,,,,,,,,,
PAYTM,,,,,,,,,,,,,,,,,,,,,,,SYRMA,,,,,,,,,,,,,,,,,,,,,,
PCBL,,,,,,,,,,,,,,,,,,,,,,,TANLA,,,,,,,,,,,,,,,,,,,,,,
PEL,,,,,,,,,,,,,,,,,,,,,,,TARIL,,,,,,,,,,,,,,,,,,,,,,
PERSISTENT,,,,,,,,,,,,,,,,,,,,,,,TATACHEM,,,,,,,,,,,,,,,,,,,,,,
PETRONET,,,,,,,,,,,,,,,,,,,,,,,TATACOMM,,,,,,,,,,,,,,,,,,,,,,
PFC,,,,,,,,,,,,,,,,,,,,,,,TATAELXSI,,,,,,,,,,,,,,,,,,,,,,
PFIZER,,,,,,,,,,,,,,,,,,,,,,,TATAINVEST,,,,,,,,,,,,,,,,,,,,,,
PGEL,,,,,,,,,,,,,,,,,,,,,,,TATATECH,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,,,,,,,,,,,,,,,,,,,,,,,TBOTEK,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,,,,,,,,,,,,,,,,,,,,,,,TECHNOE,,,,,,,,,,,,,,,,,,,,,,
PIIND,,,,,,,,,,,,,,,,,,,,,,,TEJASNET,,,,,,,,,,,,,,,,,,,,,,
PNB,,,,,,,,,,,,,,,,,,,,,,,THERMAX,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,,,,,,,,,,,,,,,,,,,,,,,TIINDIA,,,,,,,,,,,,,,,,,,,,,,
PNCINFRA,,,,,,,,,,,,,,,,,,,,,,,TIMKEN,,,,,,,,,,,,,,,,,,,,,,
POLICYBZR,,,,,,,,,,,,,,,,,,,,,,,TITAGARH,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,,,,,,,,,,,,,,,,,,,,,,,TORNTPOWER,,,,,,,,,,,,,,,,,,,,,,
POLYMED,,,,,,,,,,,,,,,,,,,,,,,TRIDENT,,,,,,,,,,,,,,,,,,,,,,
POONAWALLA,,,,,,,,,,,,,,,,,,,,,,,TRITURBINE,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,,,,,,,,,,,,,,,,,,,,,,,TRIVENI,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,,,,,,,,,,,,,,,,,,,,,,,TTML,,,,,,,,,,,,,,,,,,,,,,
PPLPHARMA,,,,,,,,,,,,,,,,,,,,,,,UBL,,,,,,,,,,,,,,,,,,,,,,
PRAJIND,,,,,,,,,,,,,,,,,,,,,,,UCOBANK,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,,,,,,,,,,,,,,,,,,,,,,,UNIONBANK,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,,,,,,,,,,,,,,,,,,,,,,,UNOMINDA,,,,,,,,,,,,,,,,,,,,,,
PTCIL,,,,,,,,,,,,,,,,,,,,,,,UPL,,,,,,,,,,,,,,,,,,,,,,
PVRINOX,,,,,,,,,,,,,,,,,,,,,,,USHAMART,,,,,,,,,,,,,,,,,,,,,,
RADICO,,,,,,,,,,,,,,,,,,,,,,,UTIAMC,,,,,,,,,,,,,,,,,,,,,,
RAILTEL,,,,,,,,,,,,,,,,,,,,,,,VGUARD,,,,,,,,,,,,,,,,,,,,,,
RAINBOW,,,,,,,,,,,,,,,,,,,,,,,VIJAYA,,,,,,,,,,,,,,,,,,,,,,
RAMCOCEM,,,,,,,,,,,,,,,,,,,,,,,VMM,,,,,,,,,,,,,,,,,,,,,,
RAYMOND,,,,,,,,,,,,,,,,,,,,,,,VOLTAS,,,,,,,,,,,,,,,,,,,,,,
RAYMONDLSL,,,,,,,,,,,,,,,,,,,,,,,VTL,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,,,,,,,,,,,,,,,,,,,,,,,WAAREEENER,,,,,,,,,,,,,,,,,,,,,,
RCF,,,,,,,,,,,,,,,,,,,,,,,WELCORP,,,,,,,,,,,,,,,,,,,,,,
RECLTD,,,,,,,,,,,,,,,,,,,,,,,WELSPUNLIV,,,,,,,,,,,,,,,,,,,,,,
REDINGTON,,,,,,,,,,,,,,,,,,,,,,,WESTLIFE,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,,,,,,,,,,,,,,,,,,,,,,,WHIRLPOOL,,,,,,,,,,,,,,,,,,,,,,
RENUKA,,,,,,,,,,,,,,,,,,,,,,,WOCKPHARMA,,,,,,,,,,,,,,,,,,,,,,
RHIM,,,,,,,,,,,,,,,,,,,,,,,YESBANK,,,,,,,,,,,,,,,,,,,,,,
RITES,,,,,,,,,,,,,,,,,,,,,,,ZEEL,,,,,,,,,,,,,,,,,,,,,,
RKFORGE,,,,,,,,,,,,,,,,,,,,,,,ZENSARTECH,,,,,,,,,,,,,,,,,,,,,,
ROUTE,,,,,,,,,,,,,,,,,,,,,,,ZENTEC,,,,,,,,,,,,,,,,,,,,,,
RPOWER,,,,,,,,,,,,,,,,,,,,,,,ZFCVINDIA,,,,,,,,,,,,,,,,,,,,,,
RRKABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAILIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMMAANCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPPHIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARDAEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAREGAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHAEFFLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHNEIDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHYAMMETL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGNATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKFINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOBHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONATSOFTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARHEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMICHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDARMFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDRMFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWSOLAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNGENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAINVEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAMOTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBOTEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEJASNET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THERMAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIDENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRITURBINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIVENI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSMOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCOBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRACEMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIONBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITDSPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHAMART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTIAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGUARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
