BBTC,,FORTIS,,,,,,,,,,,,,,,,OFSS,IRCTC,,NEULANDLAB,DELHIVERY,CAMS,NAUKRI,HAL,,,,,,,,,,,,,,,,NAUKRI,,,,
BDL,,GAIL,,,,,,,,,,,,,,,,OIL,IREDA,,NEWGEN,DEVYANI,CANFINHOME,NESTLEIND,HAVELLS,,,,,,,,,,,,,,,,NESTLEIND,,,,
BEL,,GLENMARK,,,,,,,,,,,,,,,,OLAELEC,JKCEMENT,,NH,DOMS,CAPLIPOINT,NIFTY 100,HCLTECH,,,,,,,,,,,,,,,,NIFTY100 EQUAL WEIGHT,,,,
BEML,,GMRAIRPORT,,,,,,,,,,,,,,,,PAGEIND,JSL,,NIFTY SMALLCAP 100,ECLERX,CARBORUNIV,NTPC,HDFCAMC,,,,,,,,,,,,,,,,NTPC,,,,
BERGEPAINT,,GODREJCP,,,,,,,,,,,,,,,,PATANJALI,JSWINFRA,,NUVAMA,EIDPARRY,CASTROLIND,ONGC,HDFCBANK,,,,,,,,,,,,,,,,ONGC,,,,
BHARATFORG,,GODREJPROP,,,,,,,,,,,,,,,,PAYTM,JUBLFOOD,,PCBL,EIHOTEL,CCL,PFC,HDFCLIFE,,,,,,,,,,,,,,,,PFC,,,,
BHARTIARTL,,GRANULES,,,,,,,,,,,,,,,,PERSISTENT,KALYANKJIL,,PEL,ELECON,CDSL,PIDILITIND,HEROMOTOCO,,,,,,,,,,,,,,,,PIDILITIND,,,,
BHARTIHEXA,,GRASIM,,,,,,,,,,,,,,,,PETRONET,KEI,,PGEL,ELGIEQUIP,CEATLTD,PNB,HINDALCO,,,,,,,,,,,,,,,,PNB,,,,
BHEL,,HAL,,,,,,,,,,,,,,,,PHOENIXLTD,KPITTECH,,PNBHOUSING,EMCURE,CENTRALBK,POWERGRID,HINDPETRO,,,,,,,,,,,,,,,,POWERGRID,,,,
BIKAJI,,HAVELLS,,,,,,,,,,,,,,,,PIIND,KPRMILL,,POONAWALLA,ENGINERSIN,CENTURYPLY,RECLTD,HINDUNILVR,,,,,,,,,,,,,,,,RECLTD,,,,
BIOCON,,HCLTECH,,,,,,,,,,,,,,,,POLICYBZR,LICHSGFIN,,PPLPHARMA,ERIS,CERA,RELIANCE,HINDZINC,,,,,,,,,,,,,,,,RELIANCE,,,,
BLS,,HDFCAMC,,,,,,,,,,,,,,,,POLYCAB,LINDEINDIA,,PVRINOX,FACT,CESC,SBILIFE,HUDCO,,,,,,,,,,,,,,,,SBILIFE,,,,
BLUEDART,,HDFCBANK,,,,,,,,,,,,,,,,PREMIERENE,LLOYDSME,,RADICO,FINCABLES,CGCL,SBIN,HYUNDAI,,,,,,,,,,,,,,,,SBIN,,,,
BLUESTARCO,,HDFCLIFE,,,,,,,,,,,,,,,,PRESTIGE,LTF,,RAILTEL,FINPIPE,CHALET,SHREECEM,ICICIBANK,,,,,,,,,,,,,,,,SHREECEM,,,,
BOSCHLTD,,HEROMOTOCO,,,,,,,,,,,,,,,,RVNL,LTTS,,RAMCOCEM,FIRSTCRY,CHAMBLFERT,SHRIRAMFIN,ICICIGI,,,,,,,,,,,,,,,,SHRIRAMFIN,,,,
BPCL,,HFCL,,,,,,,,,,,,,,,,SAIL,LUPIN,,REDINGTON,FIVESTAR,CHENNPETRO,SIEMENS,ICICIPRULI,,,,,,,,,,,,,,,,SIEMENS,,,,
BRIGADE,,HINDALCO,,,,,,,,,,,,,,,,SBICARD,M&MFIN,,RITES,FSL,CHOLAHLDNG,SUNPHARMA,IDEA,,,,,,,,,,,,,,,,SUNPHARMA,,,,
BRITANNIA,,HINDCOPPER,,,,,,,,,,,,,,,,SJVN,MAHABANK,,RKFORGE,GESHIP,CLEAN,SWIGGY,IDFCFIRSTB,,,,,,,,,,,,,,,,SWIGGY,,,,
BSE,,HINDPETRO,,,,,,,,,,,,,,,,SOLARINDS,MANKIND,,RPOWER,GILLETTE,COCHINSHIP,TATACONSUM,IGL,,,,,,,,,,,,,,,,TATACONSUM,,,,
BSOFT,,HINDUNILVR,,,,,,,,,,,,,,,,SONACOMS,MARICO,,SAGILITY,GMDCLTD,COFORGE,TATAMOTORS,INDHOTEL,,,,,,,,,,,,,,,,TATAMOTORS,,,,
CAMPUS,,HINDZINC,,,,,,,,,,,,,,,,SRF,MAXHEALTH,,SHYAMMETL,GNFC,COHANCE,TATAPOWER,INDIANB,,,,,,,,,,,,,,,,TATAPOWER,,,,
CAMS,,HUDCO,,,,,,,,,,,,,,,,SUPREMEIND,MAZDOCK,,SIGNATURE,GODFRYPHLP,COLPAL,TATASTEEL,INDIGO,,,,,,,,,,,,,,,,TATASTEEL,,,,
CANBK,,ICICIBANK,,,,,,,,,,,,,,,,SUZLON,MEDANTA,,SONATSOFTW,GODIGIT,CONCOR,TCS,INDUSINDBK,,,,,,,,,,,,,,,,TCS,,,,
CANFINHOME,,ICICIGI,,,,,,,,,,,,,,,,TATACOMM,MFSL,,SWANENERGY,GODREJAGRO,CONCORDBIO,TECHM,INDUSTOWER,,,,,,,,,,,,,,,,TECHM,,,,
CAPLIPOINT,,ICICIPRULI,,,,,,,,,,,,,,,,TATAELXSI,MOTILALOFS,,TATACHEM,GPIL,COROMANDEL,TITAN,INFY,,,,,,,,,,,,,,,,TITAN,,,,
CARBORUNIV,,IDEA,,,,,,,,,,,,,,,,TATATECH,MPHASIS,,TEJASNET,GPPL,CRAFTSMAN,TORNTPHARM,IOC,,,,,,,,,,,,,,,,TORNTPHARM,,,,
CASTROLIND,,IDFCFIRSTB,,,,,,,,,,,,,,,,TIINDIA,MRF,,TITAGARH,GRANULES,CREDITACC,TRENT,IRB,,,,,,,,,,,,,,,,TRENT,,,,
CCL,,IEX,,,,,,,,,,,,,,,,TORNTPOWER,MRPL,,TRIDENT,GRAPHITE,CRISIL,TVSMOTOR,IRCTC,,,,,,,,,,,,,,,,TVSMOTOR,,,,
CDSL,,IGL,,,,,,,,,,,,,,,,UNIONBANK,MSUMI,,TRITURBINE,GRAVITA,CROMPTON,ULTRACEMCO,IREDA,,,,,,,,,,,,,,,,ULTRACEMCO,,,,
CEATLTD,,IIFL,,,,,,,,,,,,,,,,UPL,MUTHOOTFIN,,TTML,GRSE,CUB,UNITDSPR,IRFC,,,,,,,,,,,,,,,,UNITDSPR,,,,
CENTRALBK,,INDHOTEL,,,,,,,,,,,,,,,,VMM,NAM-INDIA,,WELCORP,GSPL,CUMMINSIND,VBL,ITC,,,,,,,,,,,,,,,,VBL,,,,
CENTURYPLY,,INDIANB,,,,,,,,,,,,,,,,VOLTAS,NATIONALUM,,WELSPUNLIV,HAPPSTMNDS,CYIENT,VEDL,JINDALSTEL,,,,,,,,,,,,,,,,VEDL,,,,
CERA,,INDIGO,,,,,,,,,,,,,,,,WAAREEENER,NHPC,,ZENSARTECH,HBLENGINE,DALBHARAT,WIPRO,JIOFIN,,,,,,,,,,,,,,,,WIPRO,,,,
CESC,,INDUSINDBK,,,,,,,,,,,,,,,,YESBANK,NIACL,,ZENTEC,HEG,DATAPATTNS,ZYDUSLIFE,JSWENERGY,,,,,,,,,,,,,,,,ZYDUSLIFE,,,,
CGCL,,INDUSTOWER,,,,,,,,,,,,,,,,,NIFTY MIDCAP 150,,,HFCL,DBREALTY,,JSWSTEEL,,,,,,,,,,,,,,,,,,,,
CGPOWER,,INFY,,,,,,,,,,,,,,,,,NLCINDIA,,,HINDCOPPER,DCMSHRIRAM,,JUBLFOOD,,,,,,,,,,,,,,,,,,,,
CHALET,,INOXWIND,,,,,,,,,,,,,,,,,NMDC,,,HOMEFIRST,DEEPAKFERT,,KALYANKJIL,,,,,,,,,,,,,,,,,,,,
CHAMBLFERT,,IOC,,,,,,,,,,,,,,,,,NTPCGREEN,,,HONASA,DEEPAKNTR,,KOTAKBANK,,,,,,,,,,,,,,,,,,,,
CHENNPETRO,,IRB,,,,,,,,,,,,,,,,,NYKAA,,,HSCL,DELHIVERY,,KPITTECH,,,,,,,,,,,,,,,,,,,,
CHOLAFIN,,IRCTC,,,,,,,,,,,,,,,,,OBEROIRLTY,,,IDBI,DEVYANI,,LICHSGFIN,,,,,,,,,,,,,,,,,,,,
CHOLAHLDNG,,IREDA,,,,,,,,,,,,,,,,,OFSS,,,IEX,DIXON,,LICI,,,,,,,,,,,,,,,,,,,,
CIPLA,,IRFC,,,,,,,,,,,,,,,,,OIL,,,IFCI,DOMS,,LODHA,,,,,,,,,,,,,,,,,,,,
CLEAN,,ITC,,,,,,,,,,,,,,,,,OLAELEC,,,IGIL,ECLERX,,LT,,,,,,,,,,,,,,,,,,,,
COALINDIA,,JINDALSTEL,,,,,,,,,,,,,,,,,PAGEIND,,,IIFL,EIDPARRY,,LTF,,,,,,,,,,,,,,,,,,,,
COCHINSHIP,,JIOFIN,,,,,,,,,,,,,,,,,PATANJALI,,,IKS,EIHOTEL,,LTIM,,,,,,,,,,,,,,,,,,,,
COFORGE,,JSL,,,,,,,,,,,,,,,,,PAYTM,,,INDGN,ELECON,,LUPIN,,,,,,,,,,,,,,,,,,,,
COHANCE,,JSWENERGY,,,,,,,,,,,,,,,,,PERSISTENT,,,INDIACEM,ELGIEQUIP,,M&M,,,,,,,,,,,,,,,,,,,,
COLPAL,,JSWSTEEL,,,,,,,,,,,,,,,,,PETRONET,,,INDIAMART,EMAMILTD,,M&MFIN,,,,,,,,,,,,,,,,,,,,
CONCOR,,JUBLFOOD,,,,,,,,,,,,,,,,,PHOENIXLTD,,,INOXINDIA,EMCURE,,MAHABANK,,,,,,,,,,,,,,,,,,,,
CONCORDBIO,,KALYANKJIL,,,,,,,,,,,,,,,,,PIIND,,,INOXWIND,ENDURANCE,,MANKIND,,,,,,,,,,,,,,,,,,,,
COROMANDEL,,KAYNES,,,,,,,,,,,,,,,,,POLICYBZR,,,INTELLECT,ENGINERSIN,,MARICO,,,,,,,,,,,,,,,,,,,,
CRAFTSMAN,,KEI,,,,,,,,,,,,,,,,,POLYCAB,,,IOB,ERIS,,MARUTI,,,,,,,,,,,,,,,,,,,,
CREDITACC,,KOTAKBANK,,,,,,,,,,,,,,,,,POWERINDIA,,,IRCON,ESCORTS,,MAXHEALTH,,,,,,,,,,,,,,,,,,,,
CRISIL,,KPITTECH,,,,,,,,,,,,,,,,,PREMIERENE,,,ITI,EXIDEIND,,MAZDOCK,,,,,,,,,,,,,,,,,,,,
CROMPTON,,LAURUSLABS,,,,,,,,,,,,,,,,,PRESTIGE,,,J&KBANK,FACT,,MFSL,,,,,,,,,,,,,,,,,,,,
CUB,,LICHSGFIN,,,,,,,,,,,,,,,,,RVNL,,,JBCHEPHARM,FEDERALBNK,,MOTHERSON,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,,LICI,,,,,,,,,,,,,,,,,SAIL,,,JBMA,FINCABLES,,MOTILALOFS,,,,,,,,,,,,,,,,,,,,
CYIENT,,LODHA,,,,,,,,,,,,,,,,,SBICARD,,,JINDALSAW,FINPIPE,,MPHASIS,,,,,,,,,,,,,,,,,,,,
DABUR,,LT,,,,,,,,,,,,,,,,,SCHAEFFLER,,,JKTYRE,FIRSTCRY,,MRF,,,,,,,,,,,,,,,,,,,,
DALBHARAT,,LTF,,,,,,,,,,,,,,,,,SJVN,,,JMFINANCIL,FIVESTAR,,MUTHOOTFIN,,,,,,,,,,,,,,,,,,,,
DATAPATTNS,,LTIM,,,,,,,,,,,,,,,,,SOLARINDS,,,JPPOWER,FLUOROCHEM,,NATIONALUM,,,,,,,,,,,,,,,,,,,,
DBREALTY,,LUPIN,,,,,,,,,,,,,,,,,SONACOMS,,,JSWHL,FORTIS,,NAUKRI,,,,,,,,,,,,,,,,,,,,
DCMSHRIRAM,,M&M,,,,,,,,,,,,,,,,,SRF,,,JUBLINGREA,FSL,,NESTLEIND,,,,,,,,,,,,,,,,,,,,
DEEPAKFERT,,M&MFIN,,,,,,,,,,,,,,,,,STARHEALTH,,,JUBLPHARMA,GESHIP,,NHPC,,,,,,,,,,,,,,,,,,,,
DEEPAKNTR,,MANAPPURAM,,,,,,,,,,,,,,,,,SUNDARMFIN,,,JUSTDIAL,GICRE,,NIFTY 200,,,,,,,,,,,,,,,,,,,,
DELHIVERY,,MANKIND,,,,,,,,,,,,,,,,,SUNTV,,,JWL,GILLETTE,,NMDC,,,,,,,,,,,,,,,,,,,,
DEVYANI,,MARICO,,,,,,,,,,,,,,,,,SUPREMEIND,,,JYOTHYLAB,GLAND,,NTPC,,,,,,,,,,,,,,,,,,,,
DIVISLAB,,MARUTI,,,,,,,,,,,,,,,,,SUZLON,,,JYOTICNC,GLAXO,,NTPCGREEN,,,,,,,,,,,,,,,,,,,,
DIXON,,MAXHEALTH,,,,,,,,,,,,,,,,,SYNGENE,,,KAJARIACER,GLENMARK,,NYKAA,,,,,,,,,,,,,,,,,,,,
DLF,,MAZDOCK,,,,,,,,,,,,,,,,,TATACOMM,,,KANSAINER,GMDCLTD,,OBEROIRLTY,,,,,,,,,,,,,,,,,,,,
DMART,,MCX,,,,,,,,,,,,,,,,,TATAELXSI,,,KARURVYSYA,GMRAIRPORT,,OFSS,,,,,,,,,,,,,,,,,,,,
DOMS,,MFSL,,,,,,,,,,,,,,,,,TATAINVEST,,,KAYNES,GNFC,,OIL,,,,,,,,,,,,,,,,,,,,
DRREDDY,,MGL,,,,,,,,,,,,,,,,,TATATECH,,,KEC,GODFRYPHLP,,OLAELEC,,,,,,,,,,,,,,,,,,,,
ECLERX,,MOTHERSON,,,,,,,,,,,,,,,,,THERMAX,,,KFINTECH,GODIGIT,,ONGC,,,,,,,,,,,,,,,,,,,,
EICHERMOT,,MPHASIS,,,,,,,,,,,,,,,,,TIINDIA,,,KIMS,GODREJAGRO,,PAGEIND,,,,,,,,,,,,,,,,,,,,
EIDPARRY,,MUTHOOTFIN,,,,,,,,,,,,,,,,,TORNTPOWER,,,KIRLOSBROS,GODREJIND,,PATANJALI,,,,,,,,,,,,,,,,,,,,
EIHOTEL,,NATIONALUM,,,,,,,,,,,,,,,,,UBL,,,KIRLOSENG,GODREJPROP,,PAYTM,,,,,,,,,,,,,,,,,,,,
ELECON,,NAUKRI,,,,,,,,,,,,,,,,,UNIONBANK,,,KNRCON,GPIL,,PERSISTENT,,,,,,,,,,,,,,,,,,,,
ELGIEQUIP,,NBCC,,,,,,,,,,,,,,,,,UNOMINDA,,,KPIL,GPPL,,PETRONET,,,,,,,,,,,,,,,,,,,,
EMAMILTD,,NCC,,,,,,,,,,,,,,,,,UPL,,,LALPATHLAB,GRANULES,,PFC,,,,,,,,,,,,,,,,,,,,
EMCURE,,NESTLEIND,,,,,,,,,,,,,,,,,VMM,,,LATENTVIEW,GRAPHITE,,PHOENIXLTD,,,,,,,,,,,,,,,,,,,,
ENDURANCE,,NHPC,,,,,,,,,,,,,,,,,VOLTAS,,,LAURUSLABS,GRAVITA,,PIDILITIND,,,,,,,,,,,,,,,,,,,,
ENGINERSIN,,NMDC,,,,,,,,,,,,,,,,,WAAREEENER,,,LEMONTREE,GRSE,,PIIND,,,,,,,,,,,,,,,,,,,,
ERIS,,NTPC,,,,,,,,,,,,,,,,,YESBANK,,,LTFOODS,GSPL,,PNB,,,,,,,,,,,,,,,,,,,,
ESCORTS,,NYKAA,,,,,,,,,,,,,,,,,,,,MAHSEAMLES,GUJGASLTD,,POLICYBZR,,,,,,,,,,,,,,,,,,,,
ETERNAL,,OBEROIRLTY,,,,,,,,,,,,,,,,,,,,MANAPPURAM,GVT&D,,POLYCAB,,,,,,,,,,,,,,,,,,,,
EXIDEIND,,OFSS,,,,,,,,,,,,,,,,,,,,MANYAVAR,HAPPSTMNDS,,POWERGRID,,,,,,,,,,,,,,,,,,,,
FACT,,OIL,,,,,,,,,,,,,,,,,,,,MAPMYINDIA,HBLENGINE,,PREMIERENE,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,,ONGC,,,,,,,,,,,,,,,,,,,,MASTEK,HDFCAMC,,PRESTIGE,,,,,,,,,,,,,,,,,,,,
FINCABLES,,PAGEIND,,,,,,,,,,,,,,,,,,,,MCX,HEG,,RECLTD,,,,,,,,,,,,,,,,,,,,
FINPIPE,,PATANJALI,,,,,,,,,,,,,,,,,,,,METROPOLIS,HFCL,,RELIANCE,,,,,,,,,,,,,,,,,,,,
FIRSTCRY,,PAYTM,,,,,,,,,,,,,,,,,,,,MGL,HINDCOPPER,,RVNL,,,,,,,,,,,,,,,,,,,,
FIVESTAR,,PEL,,,,,,,,,,,,,,,,,,,,MINDACORP,HINDPETRO,,SAIL,,,,,,,,,,,,,,,,,,,,
FLUOROCHEM,,PERSISTENT,,,,,,,,,,,,,,,,,,,,MMTC,HINDZINC,,SBICARD,,,,,,,,,,,,,,,,,,,,
FORTIS,,PETRONET,,,,,,,,,,,,,,,,,,,,NATCOPHARM,HOMEFIRST,,SBILIFE,,,,,,,,,,,,,,,,,,,,
FSL,,PFC,,,,,,,,,,,,,,,,,,,,NAVA,HONASA,,SBIN,,,,,,,,,,,,,,,,,,,,
GAIL,,PHOENIXLTD,,,,,,,,,,,,,,,,,,,,NAVINFLUOR,HONAUT,,SHREECEM,,,,,,,,,,,,,,,,,,,,
GESHIP,,PIDILITIND,,,,,,,,,,,,,,,,,,,,NBCC,HSCL,,SHRIRAMFIN,,,,,,,,,,,,,,,,,,,,
GICRE,,PIIND,,,,,,,,,,,,,,,,,,,,NCC,HUDCO,,SIEMENS,,,,,,,,,,,,,,,,,,,,
GILLETTE,,PNB,,,,,,,,,,,,,,,,,,,,NETWEB,IDBI,,SJVN,,,,,,,,,,,,,,,,,,,,
GLAND,,PNBHOUSING,,,,,,,,,,,,,,,,,,,,NETWORK18,IDEA,,SOLARINDS,,,,,,,,,,,,,,,,,,,,
GLAXO,,POLICYBZR,,,,,,,,,,,,,,,,,,,,NEULANDLAB,IDFCFIRSTB,,SONACOMS,,,,,,,,,,,,,,,,,,,,
GLENMARK,,POLYCAB,,,,,,,,,,,,,,,,,,,,NEWGEN,IEX,,SRF,,,,,,,,,,,,,,,,,,,,
GMDCLTD,,POONAWALLA,,,,,,,,,,,,,,,,,,,,NH,IFCI,,SUNPHARMA,,,,,,,,,,,,,,,,,,,,
GMRAIRPORT,,POWERGRID,,,,,,,,,,,,,,,,,,,,NIFTY SMALLCAP 250,IGIL,,SUPREMEIND,,,,,,,,,,,,,,,,,,,,
GNFC,,PPLPHARMA,,,,,,,,,,,,,,,,,,,,NIVABUPA,IGL,,SUZLON,,,,,,,,,,,,,,,,,,,,
GODFRYPHLP,,PRESTIGE,,,,,,,,,,,,,,,,,,,,NSLNISP,IIFL,,SWIGGY,,,,,,,,,,,,,,,,,,,,
GODIGIT,,RBLBANK,,,,,,,,,,,,,,,,,,,,NUVAMA,IKS,,TATACOMM,,,,,,,,,,,,,,,,,,,,
GODREJAGRO,,RECLTD,,,,,,,,,,,,,,,,,,,,OLECTRA,INDGN,,TATACONSUM,,,,,,,,,,,,,,,,,,,,
GODREJCP,,RELIANCE,,,,,,,,,,,,,,,,,,,,PCBL,INDIACEM,,TATAELXSI,,,,,,,,,,,,,,,,,,,,
GODREJIND,,RVNL,,,,,,,,,,,,,,,,,,,,PEL,INDIAMART,,TATAMOTORS,,,,,,,,,,,,,,,,,,,,
GODREJPROP,,SAIL,,,,,,,,,,,,,,,,,,,,PFIZER,INDIANB,,TATAPOWER,,,,,,,,,,,,,,,,,,,,
GPIL,,SBICARD,,,,,,,,,,,,,,,,,,,,PGEL,INDUSTOWER,,TATASTEEL,,,,,,,,,,,,,,,,,,,,
GPPL,,SBILIFE,,,,,,,,,,,,,,,,,,,,PNBHOUSING,INOXINDIA,,TATATECH,,,,,,,,,,,,,,,,,,,,
GRANULES,,SBIN,,,,,,,,,,,,,,,,,,,,PNCINFRA,INOXWIND,,TCS,,,,,,,,,,,,,,,,,,,,
GRAPHITE,,SHREECEM,,,,,,,,,,,,,,,,,,,,POLYMED,INTELLECT,,TECHM,,,,,,,,,,,,,,,,,,,,
GRASIM,,SHRIRAMFIN,,,,,,,,,,,,,,,,,,,,POONAWALLA,IOB,,TIINDIA,,,,,,,,,,,,,,,,,,,,
GRAVITA,,SIEMENS,,,,,,,,,,,,,,,,,,,,PPLPHARMA,IPCALAB,,TITAN,,,,,,,,,,,,,,,,,,,,
GRSE,,SJVN,,,,,,,,,,,,,,,,,,,,PRAJIND,IRB,,TORNTPHARM,,,,,,,,,,,,,,,,,,,,
GSPL,,SOLARINDS,,,,,,,,,,,,,,,,,,,,PTCIL,IRCON,,TORNTPOWER,,,,,,,,,,,,,,,,,,,,
GUJGASLTD,,SONACOMS,,,,,,,,,,,,,,,,,,,,PVRINOX,IRCTC,,TRENT,,,,,,,,,,,,,,,,,,,,
GVT&D,,SRF,,,,,,,,,,,,,,,,,,,,RADICO,IREDA,,TVSMOTOR,,,,,,,,,,,,,,,,,,,,
HAL,,SUNPHARMA,,,,,,,,,,,,,,,,,,,,RAILTEL,ITI,,ULTRACEMCO,,,,,,,,,,,,,,,,,,,,
HAPPSTMNDS,,SUPREMEIND,,,,,,,,,,,,,,,,,,,,RAINBOW,J&KBANK,,UNIONBANK,,,,,,,,,,,,,,,,,,,,
HAVELLS,,SYNGENE,,,,,,,,,,,,,,,,,,,,RAMCOCEM,JBCHEPHARM,,UNITDSPR,,,,,,,,,,,,,,,,,,,,
HBLENGINE,,TATACHEM,,,,,,,,,,,,,,,,,,,,RAYMOND,JBMA,,UPL,,,,,,,,,,,,,,,,,,,,
HCLTECH,,TATACOMM,,,,,,,,,,,,,,,,,,,,RAYMONDLSL,JINDALSAW,,VBL,,,,,,,,,,,,,,,,,,,,
HDFCAMC,,TATACONSUM,,,,,,,,,,,,,,,,,,,,RBLBANK,JKCEMENT,,VEDL,,,,,,,,,,,,,,,,,,,,
HDFCBANK,,TATAELXSI,,,,,,,,,,,,,,,,,,,,RCF,JKTYRE,,VMM,,,,,,,,,,,,,,,,,,,,
HDFCLIFE,,TATAMOTORS,,,,,,,,,,,,,,,,,,,,REDINGTON,JMFINANCIL,,VOLTAS,,,,,,,,,,,,,,,,,,,,
HEG,,TATAPOWER,,,,,,,,,,,,,,,,,,,,RENUKA,JPPOWER,,WAAREEENER,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,,TATASTEEL,,,,,,,,,,,,,,,,,,,,RHIM,JSL,,WIPRO,,,,,,,,,,,,,,,,,,,,
HFCL,,TATATECH,,,,,,,,,,,,,,,,,,,,RITES,JSWHL,,YESBANK,,,,,,,,,,,,,,,,,,,,
HINDALCO,,TCS,,,,,,,,,,,,,,,,,,,,RKFORGE,JSWINFRA,,ZYDUSLIFE,,,,,,,,,,,,,,,,,,,,
HINDCOPPER,,TECHM,,,,,,,,,,,,,,,,,,,,ROUTE,JUBLFOOD,,,,,,,,,,,,,,,,,,,,,,
HINDPETRO,,TIINDIA,,,,,,,,,,,,,,,,,,,,RPOWER,JUBLINGREA,,,,,,,,,,,,,,,,,,,,,,
HINDUNILVR,,TITAGARH,,,,,,,,,,,,,,,,,,,,RRKABEL,JUBLPHARMA,,,,,,,,,,,,,,,,,,,,,,
HINDZINC,,TITAN,,,,,,,,,,,,,,,,,,,,RTNINDIA,JUSTDIAL,,,,,,,,,,,,,,,,,,,,,,
HOMEFIRST,,TORNTPHARM,,,,,,,,,,,,,,,,,,,,SAGILITY,JWL,,,,,,,,,,,,,,,,,,,,,,
HONASA,,TORNTPOWER,,,,,,,,,,,,,,,,,,,,SAILIFE,JYOTHYLAB,,,,,,,,,,,,,,,,,,,,,,
HONAUT,,TRENT,,,,,,,,,,,,,,,,,,,,SAMMAANCAP,JYOTICNC,,,,,,,,,,,,,,,,,,,,,,
HSCL,,TVSMOTOR,,,,,,,,,,,,,,,,,,,,SAPPHIRE,KAJARIACER,,,,,,,,,,,,,,,,,,,,,,
HUDCO,,ULTRACEMCO,,,,,,,,,,,,,,,,,,,,SARDAEN,KALYANKJIL,,,,,,,,,,,,,,,,,,,,,,
HYUNDAI,,UNIONBANK,,,,,,,,,,,,,,,,,,,,SAREGAMA,KANSAINER,,,,,,,,,,,,,,,,,,,,,,
ICICIBANK,,UNITDSPR,,,,,,,,,,,,,,,,,,,,SBFC,KARURVYSYA,,,,,,,,,,,,,,,,,,,,,,
ICICIGI,,UNOMINDA,,,,,,,,,,,,,,,,,,,,SCHNEIDER,KAYNES,,,,,,,,,,,,,,,,,,,,,,
ICICIPRULI,,UPL,,,,,,,,,,,,,,,,,,,,SCI,KEC,,,,,,,,,,,,,,,,,,,,,,
IDBI,,VBL,,,,,,,,,,,,,,,,,,,,SHYAMMETL,KEI,,,,,,,,,,,,,,,,,,,,,,
IDEA,,VEDL,,,,,,,,,,,,,,,,,,,,SIGNATURE,KFINTECH,,,,,,,,,,,,,,,,,,,,,,
IDFCFIRSTB,,VOLTAS,,,,,,,,,,,,,,,,,,,,SKFINDIA,KIMS,,,,,,,,,,,,,,,,,,,,,,
IEX,,WIPRO,,,,,,,,,,,,,,,,,,,,SOBHA,KIRLOSBROS,,,,,,,,,,,,,,,,,,,,,,
IFCI,,YESBANK,,,,,,,,,,,,,,,,,,,,SONATSOFTW,KIRLOSENG,,,,,,,,,,,,,,,,,,,,,,
IGIL,,ZYDUSLIFE,,,,,,,,,,,,,,,,,,,,SUMICHEM,KNRCON,,,,,,,,,,,,,,,,,,,,,,
IGL,,,,,,,,,,,,,,,,,,,,,,SUNDRMFAST,KPIL,,,,,,,,,,,,,,,,,,,,,,
IIFL,,,,,,,,,,,,,,,,,,,,,,SWANENERGY,KPITTECH,,,,,,,,,,,,,,,,,,,,,,
IKS,,,,,,,,,,,,,,,,,,,,,,SWSOLAR,KPRMILL,,,,,,,,,,,,,,,,,,,,,,
INDGN,,,,,,,,,,,,,,,,,,,,,,SYRMA,LALPATHLAB,,,,,,,,,,,,,,,,,,,,,,
INDHOTEL,,,,,,,,,,,,,,,,,,,,,,TANLA,LATENTVIEW,,,,,,,,,,,,,,,,,,,,,,
INDIACEM,,,,,,,,,,,,,,,,,,,,,,TARIL,LAURUSLABS,,,,,,,,,,,,,,,,,,,,,,
INDIAMART,,,,,,,,,,,,,,,,,,,,,,TATACHEM,LEMONTREE,,,,,,,,,,,,,,,,,,,,,,
INDIANB,,,,,,,,,,,,,,,,,,,,,,TBOTEK,LICHSGFIN,,,,,,,,,,,,,,,,,,,,,,
INDIGO,,,,,,,,,,,,,,,,,,,,,,TECHNOE,LINDEINDIA,,,,,,,,,,,,,,,,,,,,,,
INDUSINDBK,,,,,,,,,,,,,,,,,,,,,,TEJASNET,LLOYDSME,,,,,,,,,,,,,,,,,,,,,,
INDUSTOWER,,,,,,,,,,,,,,,,,,,,,,TIMKEN,LTF,,,,,,,,,,,,,,,,,,,,,,
INFY,,,,,,,,,,,,,,,,,,,,,,TITAGARH,LTFOODS,,,,,,,,,,,,,,,,,,,,,,
INOXINDIA,,,,,,,,,,,,,,,,,,,,,,TRIDENT,LTTS,,,,,,,,,,,,,,,,,,,,,,
INOXWIND,,,,,,,,,,,,,,,,,,,,,,TRITURBINE,LUPIN,,,,,,,,,,,,,,,,,,,,,,
INTELLECT,,,,,,,,,,,,,,,,,,,,,,TRIVENI,M&MFIN,,,,,,,,,,,,,,,,,,,,,,
IOB,,,,,,,,,,,,,,,,,,,,,,TTML,MAHABANK,,,,,,,,,,,,,,,,,,,,,,
IOC,,,,,,,,,,,,,,,,,,,,,,UCOBANK,MAHSEAMLES,,,,,,,,,,,,,,,,,,,,,,
IPCALAB,,,,,,,,,,,,,,,,,,,,,,USHAMART,MANAPPURAM,,,,,,,,,,,,,,,,,,,,,,
IRB,,,,,,,,,,,,,,,,,,,,,,UTIAMC,MANKIND,,,,,,,,,,,,,,,,,,,,,,
